ENTIDAD,NOMBRE_ENTIDAD,DISTRITO_FEDERAL,DISTRITO_LOCAL,MUNICIPIO,SECCION
19,NUEVO LEON,4,9,47,1986
19,NUEVO LEON,4,9,47,1987
19,NUEVO LEON,4,9,47,1988
19,NUEVO LEON,4,9,47,1989
19,NUEVO LEON,4,9,47,1990
19,NUEVO LEON,4,9,47,1991
19,NUEVO LEON,4,9,47,1992
19,NUEVO LEON,4,9,47,1993
19,NUEVO LEON,4,9,47,1994
19,NUEVO LEON,4,9,47,1995
19,NUEVO LEON,4,9,47,1996
19,NUEVO LEON,4,9,47,1997
19,NUEVO LEON,4,9,47,1998
19,NUEVO LEON,4,9,47,2734
19,NUEVO LEON,4,9,47,2947
19,NUEVO LEON,4,9,47,2948
19,NUEVO LEON,4,9,47,2949
19,NUEVO LEON,4,10,47,1761
19,NUEVO LEON,4,10,47,1762
19,NUEVO LEON,4,10,47,1763
19,NUEVO LEON,4,10,47,1764
19,NUEVO LEON,4,10,47,1765
19,NUEVO LEON,4,10,47,1766
19,NUEVO LEON,4,10,47,1767
19,NUEVO LEON,4,10,47,1768
19,NUEVO LEON,4,10,47,1769
19,NUEVO LEON,4,10,47,1770
19,NUEVO LEON,4,10,47,1771
19,NUEVO LEON,4,10,47,1772
19,NUEVO LEON,4,10,47,1773
19,NUEVO LEON,4,10,47,1774
19,NUEVO LEON,4,10,47,1775
19,NUEVO LEON,4,10,47,1776
19,NUEVO LEON,4,10,47,1777
19,NUEVO LEON,4,10,47,1778
19,NUEVO LEON,4,10,47,1779
19,NUEVO LEON,4,10,47,1780
19,NUEVO LEON,4,10,47,1781
19,NUEVO LEON,4,10,47,1782
19,NUEVO LEON,4,10,47,1783
19,NUEVO LEON,4,10,47,1784
19,NUEVO LEON,4,10,47,1785
19,NUEVO LEON,4,10,47,1786
19,NUEVO LEON,4,10,47,1787
19,NUEVO LEON,4,10,47,1788
19,NUEVO LEON,4,10,47,1789
19,NUEVO LEON,4,10,47,1790
19,NUEVO LEON,4,10,47,1791
19,NUEVO LEON,4,10,47,1792
19,NUEVO LEON,4,10,47,1793
19,NUEVO LEON,4,10,47,1794
19,NUEVO LEON,4,10,47,1795
19,NUEVO LEON,4,10,47,1796
19,NUEVO LEON,4,10,47,1797
19,NUEVO LEON,4,10,47,1798
19,NUEVO LEON,4,10,47,1799
19,NUEVO LEON,4,10,47,1800
19,NUEVO LEON,4,10,47,1801
19,NUEVO LEON,4,10,47,1802
19,NUEVO LEON,4,10,47,1803
19,NUEVO LEON,4,10,47,1804
19,NUEVO LEON,4,10,47,1805
19,NUEVO LEON,4,10,47,1806
19,NUEVO LEON,4,10,47,1807
19,NUEVO LEON,4,10,47,1808
19,NUEVO LEON,4,10,47,1809
19,NUEVO LEON,4,10,47,1810
19,NUEVO LEON,4,10,47,1811
19,NUEVO LEON,4,10,47,1812
19,NUEVO LEON,4,10,47,1813
19,NUEVO LEON,4,10,47,1814
19,NUEVO LEON,4,10,47,1815
19,NUEVO LEON,4,10,47,1816
19,NUEVO LEON,4,10,47,1817
19,NUEVO LEON,4,10,47,1818
19,NUEVO LEON,4,10,47,1819
19,NUEVO LEON,4,10,47,1820
19,NUEVO LEON,4,10,47,1821
19,NUEVO LEON,4,10,47,1822
19,NUEVO LEON,4,10,47,1823
19,NUEVO LEON,4,10,47,1824
19,NUEVO LEON,4,10,47,1825
19,NUEVO LEON,4,10,47,1826
19,NUEVO LEON,4,10,47,1827
19,NUEVO LEON,4,10,47,1828
19,NUEVO LEON,4,10,47,1829
19,NUEVO LEON,4,10,47,1830
19,NUEVO LEON,4,10,47,1831
19,NUEVO LEON,4,10,47,1832
19,NUEVO LEON,4,10,47,1833
19,NUEVO LEON,4,10,47,1834
19,NUEVO LEON,4,10,47,1835
19,NUEVO LEON,4,10,47,1836
19,NUEVO LEON,4,10,47,1837
19,NUEVO LEON,4,10,47,1838
19,NUEVO LEON,4,10,47,1839
19,NUEVO LEON,4,10,47,1840
19,NUEVO LEON,4,10,47,1841
19,NUEVO LEON,4,10,47,1842
19,NUEVO LEON,4,10,47,1843
19,NUEVO LEON,4,10,47,1844
19,NUEVO LEON,4,10,47,1845
19,NUEVO LEON,4,10,47,1846
19,NUEVO LEON,4,10,47,1847
19,NUEVO LEON,4,10,47,1848
19,NUEVO LEON,4,10,47,1849
19,NUEVO LEON,4,10,47,1850
19,NUEVO LEON,4,10,47,1851
19,NUEVO LEON,4,10,47,1853
19,NUEVO LEON,4,10,47,1859
19,NUEVO LEON,4,10,47,1860
19,NUEVO LEON,4,10,47,1861
19,NUEVO LEON,4,10,47,1862
19,NUEVO LEON,4,10,47,1863
19,NUEVO LEON,4,10,47,1864
19,NUEVO LEON,4,10,47,1865
19,NUEVO LEON,4,10,47,1866
19,NUEVO LEON,4,10,47,1867
19,NUEVO LEON,4,10,47,1868
19,NUEVO LEON,4,10,47,1869
19,NUEVO LEON,4,10,47,1870
19,NUEVO LEON,4,10,47,1871
19,NUEVO LEON,4,10,47,1872
19,NUEVO LEON,4,10,47,1873
19,NUEVO LEON,4,10,47,1874
19,NUEVO LEON,4,10,47,1876
19,NUEVO LEON,4,10,47,1877
19,NUEVO LEON,4,10,47,1878
19,NUEVO LEON,4,10,47,1879
19,NUEVO LEON,4,10,47,1880
19,NUEVO LEON,4,10,47,1881
19,NUEVO LEON,4,10,47,1882
19,NUEVO LEON,4,10,47,1883
19,NUEVO LEON,4,10,47,1884
19,NUEVO LEON,4,10,47,1885
19,NUEVO LEON,4,10,47,1886
19,NUEVO LEON,4,10,47,1897
19,NUEVO LEON,4,10,47,1898
19,NUEVO LEON,4,10,47,1899
19,NUEVO LEON,4,10,47,1900
19,NUEVO LEON,4,10,47,1901
19,NUEVO LEON,4,10,47,1912
19,NUEVO LEON,4,10,47,1913
19,NUEVO LEON,4,10,47,2987
19,NUEVO LEON,4,10,47,2988
19,NUEVO LEON,4,10,47,2989
19,NUEVO LEON,4,25,21,2533
19,NUEVO LEON,4,25,21,2534
19,NUEVO LEON,4,25,21,2536
19,NUEVO LEON,4,25,21,2537
19,NUEVO LEON,4,25,21,2539
19,NUEVO LEON,4,25,21,2541
19,NUEVO LEON,4,25,21,2542
19,NUEVO LEON,4,25,21,2543
19,NUEVO LEON,5,1,40,1432
19,NUEVO LEON,5,1,40,1433
19,NUEVO LEON,5,1,40,1434
19,NUEVO LEON,5,1,40,1435
19,NUEVO LEON,5,1,40,1436
19,NUEVO LEON,5,1,40,1437
19,NUEVO LEON,5,1,40,1438
19,NUEVO LEON,5,1,40,1439
19,NUEVO LEON,5,1,40,1440
19,NUEVO LEON,5,1,40,1441
19,NUEVO LEON,5,1,40,1442
19,NUEVO LEON,5,1,40,1443
19,NUEVO LEON,5,1,40,1444
19,NUEVO LEON,5,1,40,1445
19,NUEVO LEON,5,1,40,1446
19,NUEVO LEON,5,1,40,1447
19,NUEVO LEON,5,1,40,1448
19,NUEVO LEON,5,1,40,1449
19,NUEVO LEON,5,1,40,1450
19,NUEVO LEON,5,1,40,1451
19,NUEVO LEON,5,1,40,1452
19,NUEVO LEON,5,1,40,1453
19,NUEVO LEON,5,1,40,1454
19,NUEVO LEON,5,1,40,1455
19,NUEVO LEON,5,1,40,1456
19,NUEVO LEON,5,1,40,1457
19,NUEVO LEON,5,1,40,1458
19,NUEVO LEON,5,1,40,1459
19,NUEVO LEON,5,1,40,1460
19,NUEVO LEON,5,1,40,1461
19,NUEVO LEON,5,1,40,1462
19,NUEVO LEON,5,1,40,1463
19,NUEVO LEON,5,1,40,1464
19,NUEVO LEON,5,1,40,1465
19,NUEVO LEON,5,1,40,1466
19,NUEVO LEON,5,1,40,1467
19,NUEVO LEON,5,1,40,1468
19,NUEVO LEON,5,1,40,1469
19,NUEVO LEON,5,1,40,1471
19,NUEVO LEON,5,1,40,1472
19,NUEVO LEON,5,1,40,1473
19,NUEVO LEON,5,1,40,1482
19,NUEVO LEON,5,1,40,1483
19,NUEVO LEON,5,1,40,1484
19,NUEVO LEON,5,1,40,1485
19,NUEVO LEON,5,1,40,1486
19,NUEVO LEON,5,1,40,1487
19,NUEVO LEON,5,1,40,1490
19,NUEVO LEON,5,1,40,1491
19,NUEVO LEON,5,1,40,2125
19,NUEVO LEON,5,1,40,2127
19,NUEVO LEON,5,1,40,2128
19,NUEVO LEON,5,1,40,2129
19,NUEVO LEON,5,1,40,2130
19,NUEVO LEON,5,1,40,2132
19,NUEVO LEON,5,1,40,2133
19,NUEVO LEON,5,1,40,2950
19,NUEVO LEON,5,1,40,2951
19,NUEVO LEON,5,1,40,2990
19,NUEVO LEON,5,1,40,2991
19,NUEVO LEON,5,1,40,2992
19,NUEVO LEON,5,1,40,2993
19,NUEVO LEON,5,1,40,2994
19,NUEVO LEON,5,1,40,2995
19,NUEVO LEON,5,1,40,2996
19,NUEVO LEON,5,1,40,3055
19,NUEVO LEON,5,1,40,3056
19,NUEVO LEON,5,1,40,3057
19,NUEVO LEON,5,1,40,3058
19,NUEVO LEON,5,1,40,3059
19,NUEVO LEON,5,1,40,3060
19,NUEVO LEON,5,1,40,3162
19,NUEVO LEON,5,1,40,3163
19,NUEVO LEON,5,1,40,3164
19,NUEVO LEON,5,1,40,3165
19,NUEVO LEON,5,1,40,3166
19,NUEVO LEON,5,2,40,975
19,NUEVO LEON,5,2,40,976
19,NUEVO LEON,5,2,40,977
19,NUEVO LEON,5,2,40,978
19,NUEVO LEON,5,2,40,979
19,NUEVO LEON,5,2,40,980
19,NUEVO LEON,5,2,40,981
19,NUEVO LEON,5,2,40,982
19,NUEVO LEON,5,2,40,983
19,NUEVO LEON,5,2,40,984
19,NUEVO LEON,5,2,40,987
19,NUEVO LEON,5,2,40,1470
19,NUEVO LEON,5,2,40,1474
19,NUEVO LEON,5,2,40,1475
19,NUEVO LEON,5,2,40,1476
19,NUEVO LEON,5,2,40,1477
19,NUEVO LEON,5,2,40,1478
19,NUEVO LEON,5,2,40,1479
19,NUEVO LEON,5,2,40,1480
19,NUEVO LEON,5,2,40,1481
19,NUEVO LEON,5,2,40,1493
19,NUEVO LEON,5,2,40,1494
19,NUEVO LEON,5,2,40,1495
19,NUEVO LEON,5,2,40,1496
19,NUEVO LEON,5,2,40,1497
19,NUEVO LEON,5,2,40,1498
19,NUEVO LEON,5,2,40,1499
19,NUEVO LEON,5,2,40,1500
19,NUEVO LEON,5,2,40,1501
19,NUEVO LEON,5,2,40,1502
19,NUEVO LEON,5,2,40,1503
19,NUEVO LEON,5,2,40,1514
19,NUEVO LEON,5,2,40,1515
19,NUEVO LEON,5,2,40,1516
19,NUEVO LEON,5,2,40,1517
19,NUEVO LEON,5,2,40,1518
19,NUEVO LEON,5,2,40,1519
19,NUEVO LEON,5,2,40,1520
19,NUEVO LEON,5,2,40,1521
19,NUEVO LEON,5,2,40,1522
19,NUEVO LEON,5,2,40,1523
19,NUEVO LEON,5,2,40,1524
19,NUEVO LEON,5,2,40,1525
19,NUEVO LEON,5,2,40,1526
19,NUEVO LEON,5,2,40,1527
19,NUEVO LEON,5,2,40,1542
19,NUEVO LEON,5,2,40,1543
19,NUEVO LEON,5,2,40,1544
19,NUEVO LEON,5,2,40,1545
19,NUEVO LEON,5,2,40,1546
19,NUEVO LEON,5,2,40,1547
19,NUEVO LEON,5,2,40,1548
19,NUEVO LEON,5,2,40,1549
19,NUEVO LEON,5,2,40,1550
19,NUEVO LEON,5,2,40,1551
19,NUEVO LEON,5,2,40,1552
19,NUEVO LEON,5,2,40,1553
19,NUEVO LEON,5,2,40,1554
19,NUEVO LEON,5,2,40,1555
19,NUEVO LEON,5,2,40,1556
19,NUEVO LEON,5,2,40,1557
19,NUEVO LEON,5,2,40,1558
19,NUEVO LEON,5,2,40,1559
19,NUEVO LEON,5,2,40,1560
19,NUEVO LEON,5,2,40,1586
19,NUEVO LEON,5,2,40,1588
19,NUEVO LEON,5,2,40,1589
19,NUEVO LEON,5,2,40,1590
19,NUEVO LEON,5,2,40,1591
19,NUEVO LEON,5,2,40,1592
19,NUEVO LEON,5,2,40,1593
19,NUEVO LEON,5,2,40,1612
19,NUEVO LEON,5,2,40,1613
19,NUEVO LEON,5,2,40,1614
19,NUEVO LEON,5,2,40,1615
19,NUEVO LEON,5,2,40,1616
19,NUEVO LEON,5,2,40,1617
19,NUEVO LEON,5,2,40,1618
19,NUEVO LEON,5,2,40,1619
19,NUEVO LEON,5,2,40,1620
19,NUEVO LEON,5,2,40,1621
19,NUEVO LEON,5,2,40,1622
19,NUEVO LEON,5,2,40,1623
19,NUEVO LEON,5,2,40,1624
19,NUEVO LEON,5,2,40,1625
19,NUEVO LEON,5,2,40,1626
19,NUEVO LEON,5,2,40,1627
19,NUEVO LEON,5,6,40,1628
19,NUEVO LEON,5,6,40,1630
19,NUEVO LEON,5,6,40,1631
19,NUEVO LEON,6,2,40,985
19,NUEVO LEON,6,2,40,986
19,NUEVO LEON,6,2,40,988
19,NUEVO LEON,6,2,40,989
19,NUEVO LEON,6,2,40,990
19,NUEVO LEON,6,2,40,991
19,NUEVO LEON,6,2,40,992
19,NUEVO LEON,6,2,40,993
19,NUEVO LEON,6,2,40,1492
19,NUEVO LEON,6,2,40,1504
19,NUEVO LEON,6,2,40,1505
19,NUEVO LEON,6,2,40,1510
19,NUEVO LEON,6,2,40,1511
19,NUEVO LEON,6,2,40,1512
19,NUEVO LEON,6,2,40,1513
19,NUEVO LEON,6,2,40,1528
19,NUEVO LEON,6,2,40,1540
19,NUEVO LEON,6,2,40,1541
19,NUEVO LEON,6,2,40,1561
19,NUEVO LEON,6,2,40,1562
19,NUEVO LEON,6,2,40,1563
19,NUEVO LEON,6,2,40,1564
19,NUEVO LEON,6,2,40,1565
19,NUEVO LEON,6,2,40,1566
19,NUEVO LEON,6,2,40,1582
19,NUEVO LEON,6,2,40,1583
19,NUEVO LEON,6,2,40,1584
19,NUEVO LEON,6,2,40,1585
19,NUEVO LEON,6,2,40,1587
19,NUEVO LEON,6,2,40,1594
19,NUEVO LEON,6,2,40,1595
19,NUEVO LEON,6,2,40,1596
19,NUEVO LEON,6,2,40,1606
19,NUEVO LEON,6,2,40,1607
19,NUEVO LEON,6,2,40,1608
19,NUEVO LEON,6,2,40,1609
19,NUEVO LEON,6,2,40,1610
19,NUEVO LEON,6,2,40,1611
19,NUEVO LEON,6,3,40,1002
19,NUEVO LEON,6,3,40,1003
19,NUEVO LEON,6,3,40,1004
19,NUEVO LEON,6,3,40,1005
19,NUEVO LEON,6,3,40,1006
19,NUEVO LEON,6,3,40,1007
19,NUEVO LEON,6,3,40,1008
19,NUEVO LEON,6,3,40,1009
19,NUEVO LEON,6,3,40,1010
19,NUEVO LEON,6,3,40,1011
19,NUEVO LEON,6,3,40,1012
19,NUEVO LEON,6,3,40,1013
19,NUEVO LEON,6,3,40,1014
19,NUEVO LEON,6,3,40,1015
19,NUEVO LEON,6,3,40,1016
19,NUEVO LEON,6,3,40,1017
19,NUEVO LEON,6,3,40,1035
19,NUEVO LEON,6,3,40,1036
19,NUEVO LEON,6,3,40,1037
19,NUEVO LEON,6,3,40,1038
19,NUEVO LEON,6,3,40,1039
19,NUEVO LEON,6,3,40,1040
19,NUEVO LEON,6,3,40,1041
19,NUEVO LEON,6,3,40,1042
19,NUEVO LEON,6,3,40,1043
19,NUEVO LEON,6,3,40,1044
19,NUEVO LEON,6,3,40,1045
19,NUEVO LEON,6,3,40,1046
19,NUEVO LEON,6,3,40,1047
19,NUEVO LEON,6,3,40,1048
19,NUEVO LEON,6,3,40,1049
19,NUEVO LEON,6,3,40,1050
19,NUEVO LEON,6,3,40,1083
19,NUEVO LEON,6,3,40,1084
19,NUEVO LEON,6,3,40,1085
19,NUEVO LEON,6,3,40,1086
19,NUEVO LEON,6,3,40,1087
19,NUEVO LEON,6,3,40,1088
19,NUEVO LEON,6,3,40,1089
19,NUEVO LEON,6,3,40,1090
19,NUEVO LEON,6,3,40,1091
19,NUEVO LEON,6,3,40,1092
19,NUEVO LEON,6,3,40,1093
19,NUEVO LEON,6,3,40,1094
19,NUEVO LEON,6,3,40,1095
19,NUEVO LEON,6,3,40,1096
19,NUEVO LEON,6,3,40,1097
19,NUEVO LEON,6,3,40,1098
19,NUEVO LEON,6,3,40,1099
19,NUEVO LEON,6,3,40,1116
19,NUEVO LEON,6,3,40,1130
19,NUEVO LEON,6,3,40,1488
19,NUEVO LEON,6,3,40,1489
19,NUEVO LEON,6,3,40,1506
19,NUEVO LEON,6,3,40,1508
19,NUEVO LEON,6,3,40,1509
19,NUEVO LEON,6,3,40,1529
19,NUEVO LEON,6,3,40,1530
19,NUEVO LEON,6,3,40,1531
19,NUEVO LEON,6,3,40,1532
19,NUEVO LEON,6,3,40,1533
19,NUEVO LEON,6,3,40,1534
19,NUEVO LEON,6,3,40,1535
19,NUEVO LEON,6,3,40,1536
19,NUEVO LEON,6,3,40,1537
19,NUEVO LEON,6,3,40,1538
19,NUEVO LEON,6,3,40,1539
19,NUEVO LEON,6,3,40,1567
19,NUEVO LEON,6,3,40,1568
19,NUEVO LEON,6,3,40,1569
19,NUEVO LEON,6,3,40,1570
19,NUEVO LEON,6,3,40,1571
19,NUEVO LEON,6,3,40,1572
19,NUEVO LEON,6,3,40,1573
19,NUEVO LEON,6,3,40,1574
19,NUEVO LEON,6,3,40,1575
19,NUEVO LEON,6,3,40,1576
19,NUEVO LEON,6,3,40,1577
19,NUEVO LEON,6,3,40,1578
19,NUEVO LEON,6,3,40,1579
19,NUEVO LEON,6,3,40,1580
19,NUEVO LEON,6,3,40,1581
19,NUEVO LEON,6,3,40,1597
19,NUEVO LEON,6,3,40,1598
19,NUEVO LEON,6,3,40,1599
19,NUEVO LEON,6,3,40,1600
19,NUEVO LEON,6,3,40,1601
19,NUEVO LEON,6,3,40,1602
19,NUEVO LEON,6,3,40,1603
19,NUEVO LEON,6,3,40,1604
19,NUEVO LEON,6,3,40,1605
19,NUEVO LEON,6,3,40,2717
19,NUEVO LEON,6,3,40,2799
19,NUEVO LEON,6,3,40,2800
19,NUEVO LEON,6,3,40,2801
19,NUEVO LEON,6,3,40,2802
19,NUEVO LEON,6,3,40,2803
19,NUEVO LEON,6,3,40,2804
19,NUEVO LEON,6,3,40,2805
19,NUEVO LEON,6,3,40,2806
19,NUEVO LEON,6,3,40,2807
19,NUEVO LEON,6,3,40,2808
19,NUEVO LEON,6,3,40,2997
19,NUEVO LEON,6,3,40,2998
19,NUEVO LEON,6,3,40,2999
19,NUEVO LEON,6,6,40,994
19,NUEVO LEON,6,6,40,995
19,NUEVO LEON,6,6,40,996
19,NUEVO LEON,6,6,40,997
19,NUEVO LEON,6,6,40,998
19,NUEVO LEON,6,6,40,999
19,NUEVO LEON,6,6,40,1000
19,NUEVO LEON,6,6,40,1001
19,NUEVO LEON,6,6,40,1018
19,NUEVO LEON,6,6,40,1019
19,NUEVO LEON,6,6,40,1020
19,NUEVO LEON,6,6,40,1021
19,NUEVO LEON,6,6,40,1022
19,NUEVO LEON,6,6,40,1023
19,NUEVO LEON,6,6,40,1024
19,NUEVO LEON,6,6,40,1025
19,NUEVO LEON,6,6,40,1026
19,NUEVO LEON,6,6,40,1027
19,NUEVO LEON,6,6,40,1028
19,NUEVO LEON,6,6,40,1029
19,NUEVO LEON,6,6,40,1030
19,NUEVO LEON,6,6,40,1031
19,NUEVO LEON,6,6,40,1032
19,NUEVO LEON,6,6,40,1033
19,NUEVO LEON,6,6,40,1034
19,NUEVO LEON,6,6,40,1051
19,NUEVO LEON,6,6,40,1052
19,NUEVO LEON,6,6,40,1053
19,NUEVO LEON,6,6,40,1054
19,NUEVO LEON,6,6,40,1055
19,NUEVO LEON,6,6,40,1056
19,NUEVO LEON,6,6,40,1057
19,NUEVO LEON,6,6,40,1058
19,NUEVO LEON,6,6,40,1059
19,NUEVO LEON,6,6,40,1060
19,NUEVO LEON,6,6,40,1061
19,NUEVO LEON,6,6,40,1062
19,NUEVO LEON,6,6,40,1063
19,NUEVO LEON,6,6,40,1064
19,NUEVO LEON,6,6,40,1065
19,NUEVO LEON,6,6,40,1066
19,NUEVO LEON,6,6,40,1067
19,NUEVO LEON,6,6,40,1068
19,NUEVO LEON,6,6,40,1069
19,NUEVO LEON,6,6,40,1070
19,NUEVO LEON,6,6,40,1071
19,NUEVO LEON,6,6,40,1072
19,NUEVO LEON,6,6,40,1073
19,NUEVO LEON,6,6,40,1074
19,NUEVO LEON,6,6,40,1075
19,NUEVO LEON,6,6,40,1076
19,NUEVO LEON,6,6,40,1077
19,NUEVO LEON,6,6,40,1078
19,NUEVO LEON,6,6,40,1079
19,NUEVO LEON,6,6,40,1080
19,NUEVO LEON,6,6,40,1081
19,NUEVO LEON,6,6,40,1082
19,NUEVO LEON,6,6,40,1100
19,NUEVO LEON,6,6,40,1101
19,NUEVO LEON,6,6,40,1102
19,NUEVO LEON,6,6,40,1103
19,NUEVO LEON,6,6,40,1104
19,NUEVO LEON,6,6,40,1105
19,NUEVO LEON,6,6,40,1106
19,NUEVO LEON,6,6,40,1107
19,NUEVO LEON,6,6,40,1108
19,NUEVO LEON,6,6,40,1109
19,NUEVO LEON,6,6,40,1110
19,NUEVO LEON,6,6,40,1111
19,NUEVO LEON,6,6,40,1112
19,NUEVO LEON,6,6,40,1113
19,NUEVO LEON,6,6,40,1114
19,NUEVO LEON,6,6,40,1115
19,NUEVO LEON,6,6,40,1117
19,NUEVO LEON,6,6,40,1118
19,NUEVO LEON,6,6,40,1119
19,NUEVO LEON,6,6,40,1120
19,NUEVO LEON,6,6,40,1121
19,NUEVO LEON,6,6,40,1122
19,NUEVO LEON,6,6,40,1123
19,NUEVO LEON,6,6,40,1124
19,NUEVO LEON,6,6,40,1125
19,NUEVO LEON,6,6,40,1126
19,NUEVO LEON,6,6,40,1127
19,NUEVO LEON,6,6,40,1128
19,NUEVO LEON,6,6,40,1129
19,NUEVO LEON,6,6,40,1131
19,NUEVO LEON,6,6,40,1139
19,NUEVO LEON,6,6,40,1140
19,NUEVO LEON,6,6,40,1141
19,NUEVO LEON,6,6,40,1143
19,NUEVO LEON,6,6,40,1144
19,NUEVO LEON,6,6,40,1145
19,NUEVO LEON,6,6,40,1146
19,NUEVO LEON,6,6,40,1156
19,NUEVO LEON,6,6,40,1157
19,NUEVO LEON,6,6,40,1158
19,NUEVO LEON,6,6,40,1159
19,NUEVO LEON,6,6,40,1160
19,NUEVO LEON,6,6,40,1161
19,NUEVO LEON,6,6,40,1180
19,NUEVO LEON,6,6,40,1181
19,NUEVO LEON,6,6,40,1182
19,NUEVO LEON,6,6,40,1183
19,NUEVO LEON,6,6,40,1195
19,NUEVO LEON,6,6,40,1196
19,NUEVO LEON,6,6,40,1203
19,NUEVO LEON,6,6,40,1204
19,NUEVO LEON,6,6,40,1205
19,NUEVO LEON,6,6,40,1206
19,NUEVO LEON,6,6,40,1226
19,NUEVO LEON,6,6,40,1227
19,NUEVO LEON,6,6,40,1228
19,NUEVO LEON,6,6,40,1229
19,NUEVO LEON,6,6,40,1629
19,NUEVO LEON,6,6,40,1632
19,NUEVO LEON,6,6,40,1633
19,NUEVO LEON,6,6,40,1634
19,NUEVO LEON,6,6,40,1635
19,NUEVO LEON,6,6,40,1636
19,NUEVO LEON,6,6,40,1637
19,NUEVO LEON,6,6,40,1638
19,NUEVO LEON,6,6,40,1639
19,NUEVO LEON,6,6,40,1643
19,NUEVO LEON,6,6,40,1644
19,NUEVO LEON,6,6,40,1645
19,NUEVO LEON,6,6,40,1646
19,NUEVO LEON,6,6,40,1647
19,NUEVO LEON,6,6,40,1648
19,NUEVO LEON,6,6,40,1649
19,NUEVO LEON,7,12,18,348
19,NUEVO LEON,7,12,18,349
19,NUEVO LEON,7,12,18,350
19,NUEVO LEON,7,12,18,352
19,NUEVO LEON,7,12,18,354
19,NUEVO LEON,7,12,18,355
19,NUEVO LEON,7,12,18,2274
19,NUEVO LEON,7,12,18,2275
19,NUEVO LEON,7,12,18,2276
19,NUEVO LEON,7,12,18,2277
19,NUEVO LEON,7,12,18,2278
19,NUEVO LEON,7,12,18,2279
19,NUEVO LEON,7,12,18,2280
19,NUEVO LEON,7,12,18,2281
19,NUEVO LEON,7,12,18,2282
19,NUEVO LEON,7,12,18,2283
19,NUEVO LEON,7,12,18,2284
19,NUEVO LEON,7,12,18,2285
19,NUEVO LEON,7,12,18,2286
19,NUEVO LEON,7,12,18,2287
19,NUEVO LEON,7,12,18,2288
19,NUEVO LEON,7,12,18,2289
19,NUEVO LEON,7,12,18,2290
19,NUEVO LEON,7,12,18,2291
19,NUEVO LEON,7,12,18,2292
19,NUEVO LEON,7,12,18,2293
19,NUEVO LEON,7,12,18,2294
19,NUEVO LEON,7,12,18,2295
19,NUEVO LEON,7,12,18,2296
19,NUEVO LEON,7,12,18,2297
19,NUEVO LEON,7,12,18,2298
19,NUEVO LEON,7,12,18,2299
19,NUEVO LEON,7,12,18,2300
19,NUEVO LEON,7,12,18,2301
19,NUEVO LEON,7,12,18,2302
19,NUEVO LEON,7,12,18,2303
19,NUEVO LEON,7,12,18,2304
19,NUEVO LEON,7,12,18,2306
19,NUEVO LEON,7,12,18,2547
19,NUEVO LEON,7,12,18,2548
19,NUEVO LEON,7,12,18,2823
19,NUEVO LEON,7,12,18,2824
19,NUEVO LEON,7,12,18,2825
19,NUEVO LEON,7,12,18,2826
19,NUEVO LEON,7,12,18,2827
19,NUEVO LEON,7,12,18,2828
19,NUEVO LEON,7,12,18,2829
19,NUEVO LEON,7,12,18,2830
19,NUEVO LEON,7,12,18,2831
19,NUEVO LEON,7,12,18,2842
19,NUEVO LEON,7,12,18,2844
19,NUEVO LEON,7,12,18,3000
19,NUEVO LEON,7,12,18,3001
19,NUEVO LEON,7,12,18,3002
19,NUEVO LEON,7,12,18,3003
19,NUEVO LEON,7,12,18,3004
19,NUEVO LEON,7,12,18,3005
19,NUEVO LEON,7,12,18,3006
19,NUEVO LEON,7,12,18,3007
19,NUEVO LEON,7,12,18,3008
19,NUEVO LEON,7,12,18,3090
19,NUEVO LEON,7,12,18,3091
19,NUEVO LEON,7,12,18,3092
19,NUEVO LEON,7,12,18,3093
19,NUEVO LEON,7,12,18,3094
19,NUEVO LEON,7,12,18,3095
19,NUEVO LEON,7,12,18,3096
19,NUEVO LEON,7,12,18,3097
19,NUEVO LEON,7,12,18,3098
19,NUEVO LEON,7,12,18,3099
19,NUEVO LEON,7,12,18,3100
19,NUEVO LEON,7,12,18,3101
19,NUEVO LEON,7,12,18,3102
19,NUEVO LEON,7,12,18,3103
19,NUEVO LEON,7,20,18,2550
19,NUEVO LEON,7,20,18,2551
19,NUEVO LEON,7,20,18,2552
19,NUEVO LEON,7,20,18,2553
19,NUEVO LEON,7,20,18,2554
19,NUEVO LEON,7,20,18,2555
19,NUEVO LEON,7,20,18,2556
19,NUEVO LEON,7,20,18,2557
19,NUEVO LEON,7,20,18,2558
19,NUEVO LEON,7,20,18,2559
19,NUEVO LEON,7,20,18,2560
19,NUEVO LEON,7,20,18,2561
19,NUEVO LEON,7,20,18,2562
19,NUEVO LEON,7,20,18,2563
19,NUEVO LEON,7,20,18,2564
19,NUEVO LEON,7,20,18,2565
19,NUEVO LEON,7,20,18,2566
19,NUEVO LEON,7,20,18,2567
19,NUEVO LEON,7,20,18,2568
19,NUEVO LEON,7,20,18,2569
19,NUEVO LEON,7,20,18,2570
19,NUEVO LEON,7,20,18,2571
19,NUEVO LEON,7,20,18,2572
19,NUEVO LEON,7,20,18,2573
19,NUEVO LEON,7,20,18,2574
19,NUEVO LEON,7,20,18,2575
19,NUEVO LEON,7,20,18,2576
19,NUEVO LEON,7,20,18,2577
19,NUEVO LEON,7,20,18,2578
19,NUEVO LEON,7,20,18,2579
19,NUEVO LEON,7,20,18,2580
